Khách hàng,Sản phẩm,Ngày mua,Giá trị,Xu hướng mua sắm,Số lượng,Độ tin cậy của khách hàng,Khu vực,Thời gian mua sắm,Phương pháp thanh toán,Chiến dịch quảng cáo
KH1836,SP002,6/1/2022,497,Tăng,89,Thấp,Khu vực A,Buổi chiều,Cao,CD40
KH1837,SP005,18/1/2022,250,Tăng,297,Thấp,Khu vực C,Buổi sáng,Thấp,CD26
KH1838,SP003,24/1/2022,66,Giảm,68,Cao,Khu vực B,Buổi chiều,Thấp,CD23
KH1839,SP003,9/1/2022,173,Giảm,120,Thấp,Khu vực A,Buổi chiều,Cao,CD13
KH1840,SP004,1/1/2022,304,Tăng,259,Cao,Khu vực A,Buổi tối,Cao,CD7
KH1841,SP001,1/1/2022,101,Giảm,88,Thấp,Khu vực B,Buổi sáng,Thấp,CD36
KH1842,SP004,13/1/2022,196,Giảm,51,Trung bình,Khu vực C,Buổi tối,Thấp,CD11
KH1843,SP004,21/1/2022,120,Giảm,72,Cao,Khu vực B,Buổi chiều,Thấp,CD33
KH1844,SP003,3/1/2022,452,Tăng,252,Trung bình,Khu vực A,Buổi chiều,Cao,CD25
KH1845,SP001,25/1/2022,262,Tăng,216,Cao,Khu vực A,Buổi sáng,Cao,CD20
KH1846,SP001,7/1/2022,133,Giảm,108,Thấp,Khu vực B,Buổi sáng,Thấp,CD42
KH1847,SP002,24/1/2022,315,Tăng,255,Cao,Khu vực A,Buổi tối,Thấp,CD43
KH1848,SP002,13/1/2022,369,Tăng,155,Thấp,Khu vực B,Buổi sáng,Thấp,CD48
KH1849,SP004,31/1/2022,107,Giảm,203,Cao,Khu vực A,Buổi tối,Cao,CD6
KH1850,SP001,28/1/2022,59,Giảm,69,Cao,Khu vực A,Buổi sáng,Thấp,CD1
KH1851,SP004,18/1/2022,422,Tăng,158,Thấp,Khu vực A,Buổi chiều,Thấp,CD14
KH1852,SP005,15/1/2022,477,Tăng,248,Thấp,Khu vực B,Buổi tối,Cao,CD23
KH1853,SP002,14/1/2022,97,Giảm,70,Trung bình,Khu vực A,Buổi tối,Cao,CD9
KH1854,SP003,21/1/2022,121,Giảm,138,Cao,Khu vực B,Buổi tối,Cao,CD16
KH1855,SP001,21/1/2022,255,Tăng,176,Cao,Khu vực A,Buổi tối,Thấp,CD28
KH1856,SP004,27/1/2022,73,Giảm,36,Cao,Khu vực A,Buổi chiều,Thấp,CD49
KH1857,SP004,11/1/2022,187,Giảm,65,Cao,Khu vực C,Buổi chiều,Thấp,CD23
KH1858,SP003,11/1/2022,199,Giảm,171,Trung bình,Khu vực A,Buổi tối,Thấp,CD38
KH1859,SP003,6/1/2022,439,Tăng,211,Thấp,Khu vực B,Buổi chiều,Thấp,CD23
KH1860,SP004,16/1/2022,109,Giảm,228,Thấp,Khu vực A,Buổi chiều,Cao,CD10
KH1861,SP003,28/1/2022,307,Tăng,266,Cao,Khu vực C,Buổi sáng,Thấp,CD2
KH1862,SP004,21/1/2022,185,Giảm,290,Thấp,Khu vực B,Buổi sáng,Thấp,CD2
KH1863,SP005,4/1/2022,52,Giảm,152,Thấp,Khu vực C,Buổi tối,Thấp,CD30
KH1864,SP004,9/1/2022,171,Giảm,41,Trung bình,Khu vực A,Buổi sáng,Cao,CD50
KH1865,SP005,27/1/2022,264,Tăng,296,Thấp,Khu vực B,Buổi sáng,Cao,CD36
KH1866,SP003,21/1/2022,403,Tăng,196,Trung bình,Khu vực C,Buổi sáng,Thấp,CD36
KH1867,SP003,11/1/2022,447,Tăng,235,Cao,Khu vực A,Buổi sáng,Cao,CD33
KH1868,SP003,21/1/2022,167,Giảm,58,Cao,Khu vực B,Buổi sáng,Cao,CD5
KH1869,SP002,9/1/2022,368,Tăng,114,Trung bình,Khu vực A,Buổi chiều,Cao,CD19
KH1870,SP002,18/1/2022,100,Giảm,282,Cao,Khu vực B,Buổi tối,Thấp,CD39
KH1871,SP001,13/1/2022,262,Tăng,127,Trung bình,Khu vực B,Buổi tối,Cao,CD50
KH1872,SP005,1/1/2022,413,Tăng,169,Cao,Khu vực A,Buổi sáng,Cao,CD40
KH1873,SP004,14/1/2022,153,Giảm,109,Trung bình,Khu vực A,Buổi chiều,Cao,CD23
KH1874,SP001,16/1/2022,86,Giảm,188,Thấp,Khu vực A,Buổi tối,Thấp,CD48
KH1875,SP005,21/1/2022,453,Tăng,119,Thấp,Khu vực C,Buổi chiều,Cao,CD1
KH1876,SP002,21/1/2022,362,Tăng,212,Trung bình,Khu vực C,Buổi chiều,Thấp,CD5
KH1877,SP005,31/1/2022,395,Tăng,190,Cao,Khu vực A,Buổi tối,Thấp,CD44
KH1878,SP001,1/1/2022,441,Tăng,269,Trung bình,Khu vực B,Buổi sáng,Cao,CD47
KH1879,SP003,1/1/2022,63,Giảm,62,Cao,Khu vực B,Buổi sáng,Cao,CD25
KH1880,SP002,9/1/2022,224,Tăng,70,Cao,Khu vực C,Buổi tối,Thấp,CD19
KH1881,SP002,16/1/2022,199,Giảm,218,Thấp,Khu vực C,Buổi chiều,Thấp,CD2
KH1882,SP001,11/1/2022,330,Tăng,52,Trung bình,Khu vực B,Buổi tối,Thấp,CD5
KH1883,SP001,3/1/2022,222,Tăng,196,Trung bình,Khu vực A,Buổi chiều,Thấp,CD39
KH1884,SP001,18/1/2022,395,Tăng,268,Thấp,Khu vực C,Buổi chiều,Cao,CD36
KH1885,SP001,11/1/2022,169,Giảm,221,Trung bình,Khu vực B,Buổi tối,Thấp,CD46
KH1886,SP005,18/1/2022,425,Tăng,270,Trung bình,Khu vực C,Buổi chiều,Thấp,CD6
KH1887,SP005,1/1/2022,125,Giảm,231,Trung bình,Khu vực C,Buổi sáng,Cao,CD33
KH1888,SP002,17/1/2022,283,Tăng,63,Thấp,Khu vực C,Buổi tối,Cao,CD30
KH1889,SP001,7/1/2022,151,Giảm,36,Trung bình,Khu vực B,Buổi chiều,Cao,CD46
KH1890,SP005,25/1/2022,349,Tăng,192,Cao,Khu vực C,Buổi sáng,Cao,CD1
KH1891,SP001,9/1/2022,490,Tăng,268,Trung bình,Khu vực A,Buổi tối,Thấp,CD6
KH1892,SP003,17/1/2022,73,Giảm,165,Cao,Khu vực B,Buổi chiều,Thấp,CD13
KH1893,SP003,3/1/2022,347,Tăng,225,Cao,Khu vực A,Buổi chiều,Thấp,CD45
KH1894,SP003,16/1/2022,113,Giảm,134,Thấp,Khu vực B,Buổi chiều,Cao,CD8
KH1895,SP002,29/1/2022,272,Tăng,208,Trung bình,Khu vực A,Buổi tối,Cao,CD42
KH1896,SP003,31/1/2022,224,Tăng,74,Trung bình,Khu vực C,Buổi tối,Thấp,CD19
KH1897,SP002,15/1/2022,353,Tăng,222,Trung bình,Khu vực C,Buổi tối,Thấp,CD21
KH1898,SP004,1/1/2022,456,Tăng,36,Cao,Khu vực C,Buổi chiều,Cao,CD48
KH1899,SP003,13/1/2022,478,Tăng,149,Trung bình,Khu vực C,Buổi sáng,Cao,CD22
KH1900,SP001,27/1/2022,169,Giảm,253,Thấp,Khu vực A,Buổi sáng,Cao,CD15
KH1901,SP001,15/1/2022,306,Tăng,261,Cao,Khu vực A,Buổi chiều,Thấp,CD37
KH1902,SP004,21/1/2022,188,Giảm,270,Thấp,Khu vực B,Buổi chiều,Thấp,CD11
KH1903,SP005,13/1/2022,173,Giảm,208,Cao,Khu vực B,Buổi tối,Cao,CD8
KH1904,SP001,31/1/2022,417,Tăng,107,Trung bình,Khu vực C,Buổi tối,Thấp,CD30
KH1905,SP001,13/1/2022,214,Tăng,278,Thấp,Khu vực B,Buổi sáng,Thấp,CD14
KH1906,SP002,8/1/2022,284,Tăng,178,Thấp,Khu vực A,Buổi sáng,Cao,CD40
KH1907,SP003,7/1/2022,226,Tăng,174,Thấp,Khu vực A,Buổi chiều,Cao,CD2
KH1908,SP004,31/1/2022,189,Giảm,222,Cao,Khu vực C,Buổi tối,Thấp,CD39
KH1909,SP005,11/1/2022,482,Tăng,136,Cao,Khu vực C,Buổi tối,Thấp,CD34
KH1910,SP005,21/1/2022,140,Giảm,163,Thấp,Khu vực A,Buổi chiều,Thấp,CD39
KH1911,SP005,1/1/2022,491,Tăng,175,Cao,Khu vực C,Buổi sáng,Cao,CD26
KH1912,SP001,1/1/2022,318,Tăng,199,Thấp,Khu vực A,Buổi chiều,Cao,CD33
KH1913,SP004,11/1/2022,370,Tăng,33,Trung bình,Khu vực C,Buổi tối,Thấp,CD45
KH1914,SP005,6/1/2022,201,Tăng,276,Cao,Khu vực B,Buổi chiều,Thấp,CD46
KH1915,SP002,1/1/2022,82,Giảm,270,Thấp,Khu vực C,Buổi sáng,Thấp,CD5
KH1916,SP001,26/1/2022,460,Tăng,68,Trung bình,Khu vực A,Buổi chiều,Cao,CD41
KH1917,SP002,9/1/2022,475,Tăng,202,Cao,Khu vực C,Buổi sáng,Thấp,CD25
KH1918,SP004,23/1/2022,276,Tăng,104,Cao,Khu vực C,Buổi sáng,Thấp,CD6
KH1919,SP004,1/1/2022,369,Tăng,58,Thấp,Khu vực A,Buổi sáng,Thấp,CD49
KH1920,SP002,3/1/2022,271,Tăng,141,Cao,Khu vực A,Buổi sáng,Thấp,CD2
KH1921,SP003,6/1/2022,476,Tăng,111,Trung bình,Khu vực C,Buổi sáng,Thấp,CD8
KH1922,SP005,17/1/2022,491,Tăng,72,Cao,Khu vực C,Buổi sáng,Cao,CD31
KH1923,SP002,15/1/2022,147,Giảm,251,Trung bình,Khu vực C,Buổi chiều,Thấp,CD11
KH1924,SP003,11/1/2022,493,Tăng,250,Trung bình,Khu vực B,Buổi tối,Thấp,CD47
KH1925,SP001,24/1/2022,398,Tăng,197,Trung bình,Khu vực A,Buổi sáng,Cao,CD36
KH1926,SP002,5/1/2022,248,Tăng,271,Cao,Khu vực A,Buổi sáng,Thấp,CD18
KH1927,SP004,15/1/2022,170,Giảm,241,Cao,Khu vực A,Buổi tối,Cao,CD14
KH1928,SP004,24/1/2022,260,Tăng,111,Trung bình,Khu vực C,Buổi chiều,Cao,CD13
KH1929,SP003,6/1/2022,210,Tăng,258,Trung bình,Khu vực C,Buổi chiều,Cao,CD35
KH1930,SP003,23/1/2022,314,Tăng,238,Cao,Khu vực A,Buổi chiều,Cao,CD12
KH1931,SP004,11/1/2022,302,Tăng,283,Thấp,Khu vực B,Buổi sáng,Cao,CD3
KH1932,SP002,14/1/2022,371,Tăng,298,Cao,Khu vực C,Buổi chiều,Cao,CD47
KH1933,SP005,1/1/2022,310,Tăng,82,Thấp,Khu vực B,Buổi tối,Cao,CD20
KH1934,SP005,24/1/2022,372,Tăng,104,Trung bình,Khu vực B,Buổi sáng,Thấp,CD21
KH1935,SP003,7/1/2022,403,Tăng,248,Thấp,Khu vực C,Buổi chiều,Thấp,CD21
KH1936,SP005,6/1/2022,56,Giảm,97,Cao,Khu vực B,Buổi tối,Cao,CD43
KH1937,SP004,18/1/2022,383,Tăng,299,Cao,Khu vực C,Buổi sáng,Cao,CD30
KH1938,SP001,21/1/2022,114,Giảm,222,Cao,Khu vực A,Buổi sáng,Thấp,CD3
KH1939,SP001,26/1/2022,246,Tăng,53,Trung bình,Khu vực B,Buổi tối,Cao,CD6
KH1940,SP004,25/1/2022,410,Tăng,270,Cao,Khu vực A,Buổi chiều,Cao,CD7
KH1941,SP001,6/1/2022,256,Tăng,210,Cao,Khu vực C,Buổi tối,Cao,CD8
KH1942,SP004,26/1/2022,463,Tăng,207,Thấp,Khu vực C,Buổi sáng,Thấp,CD3
KH1943,SP005,5/1/2022,163,Giảm,62,Trung bình,Khu vực C,Buổi tối,Thấp,CD42
KH1944,SP002,31/1/2022,224,Tăng,294,Thấp,Khu vực C,Buổi tối,Thấp,CD19
KH1945,SP005,26/1/2022,399,Tăng,262,Trung bình,Khu vực B,Buổi sáng,Cao,CD49
KH1946,SP004,14/1/2022,449,Tăng,255,Thấp,Khu vực B,Buổi tối,Thấp,CD45
KH1947,SP005,8/1/2022,91,Giảm,290,Trung bình,Khu vực C,Buổi sáng,Thấp,CD5
KH1948,SP002,1/1/2022,346,Tăng,151,Trung bình,Khu vực C,Buổi tối,Thấp,CD37
KH1949,SP002,24/1/2022,410,Tăng,107,Trung bình,Khu vực B,Buổi chiều,Cao,CD25
KH1950,SP004,21/1/2022,421,Tăng,188,Trung bình,Khu vực A,Buổi sáng,Cao,CD4
KH1951,SP003,7/1/2022,393,Tăng,44,Cao,Khu vực C,Buổi chiều,Thấp,CD13
KH1952,SP004,13/1/2022,60,Giảm,156,Thấp,Khu vực A,Buổi tối,Cao,CD19
KH1953,SP001,3/1/2022,499,Tăng,225,Cao,Khu vực B,Buổi tối,Cao,CD45
KH1954,SP005,28/1/2022,184,Giảm,120,Trung bình,Khu vực A,Buổi chiều,Cao,CD11
KH1955,SP001,16/1/2022,248,Tăng,152,Cao,Khu vực A,Buổi sáng,Thấp,CD37
KH1956,SP004,3/1/2022,398,Tăng,276,Cao,Khu vực B,Buổi sáng,Cao,CD39
KH1957,SP002,21/1/2022,478,Tăng,193,Cao,Khu vực A,Buổi chiều,Thấp,CD49
KH1958,SP001,11/1/2022,267,Tăng,164,Cao,Khu vực C,Buổi chiều,Thấp,CD37
KH1959,SP004,31/1/2022,310,Tăng,277,Trung bình,Khu vực A,Buổi tối,Thấp,CD31
KH1960,SP005,29/1/2022,495,Tăng,246,Thấp,Khu vực B,Buổi tối,Cao,CD7
KH1961,SP003,3/1/2022,298,Tăng,285,Cao,Khu vực C,Buổi tối,Thấp,CD20
KH1962,SP003,31/1/2022,184,Giảm,142,Cao,Khu vực A,Buổi sáng,Thấp,CD41
KH1963,SP002,1/1/2022,86,Giảm,127,Cao,Khu vực A,Buổi tối,Thấp,CD26
KH1964,SP005,7/1/2022,68,Giảm,139,Trung bình,Khu vực C,Buổi chiều,Cao,CD49
KH1965,SP003,21/1/2022,184,Giảm,70,Trung bình,Khu vực B,Buổi tối,Thấp,CD26
KH1966,SP001,27/1/2022,91,Giảm,291,Trung bình,Khu vực C,Buổi chiều,Cao,CD23
KH1967,SP002,31/1/2022,233,Tăng,48,Cao,Khu vực B,Buổi tối,Thấp,CD4
KH1968,SP001,7/1/2022,216,Tăng,261,Trung bình,Khu vực C,Buổi chiều,Thấp,CD8
KH1969,SP004,29/1/2022,97,Giảm,291,Thấp,Khu vực C,Buổi tối,Thấp,CD33
KH1970,SP004,9/1/2022,239,Tăng,107,Trung bình,Khu vực C,Buổi tối,Cao,CD15
KH1971,SP004,15/1/2022,278,Tăng,168,Thấp,Khu vực B,Buổi sáng,Thấp,CD2
KH1972,SP003,26/1/2022,317,Tăng,124,Thấp,Khu vực B,Buổi tối,Thấp,CD48
KH1973,SP004,11/1/2022,151,Giảm,155,Thấp,Khu vực A,Buổi chiều,Cao,CD5
KH1974,SP004,17/1/2022,83,Giảm,288,Cao,Khu vực A,Buổi sáng,Thấp,CD43
KH1975,SP001,24/1/2022,422,Tăng,58,Cao,Khu vực B,Buổi chiều,Cao,CD10
KH1976,SP003,4/1/2022,365,Tăng,228,Thấp,Khu vực B,Buổi sáng,Cao,CD15
KH1977,SP003,27/1/2022,50,Giảm,217,Cao,Khu vực B,Buổi tối,Cao,CD6
KH1978,SP002,15/1/2022,244,Tăng,204,Thấp,Khu vực A,Buổi chiều,Thấp,CD33
KH1979,SP003,6/1/2022,138,Giảm,209,Thấp,Khu vực B,Buổi chiều,Cao,CD32
KH1980,SP002,8/1/2022,326,Tăng,83,Trung bình,Khu vực A,Buổi chiều,Thấp,CD8
KH1981,SP001,14/1/2022,422,Tăng,131,Thấp,Khu vực C,Buổi chiều,Cao,CD30
KH1982,SP005,16/1/2022,497,Tăng,235,Trung bình,Khu vực B,Buổi sáng,Thấp,CD27
KH1983,SP001,21/1/2022,185,Giảm,235,Cao,Khu vực C,Buổi chiều,Thấp,CD37
KH1984,SP002,13/1/2022,202,Tăng,100,Trung bình,Khu vực A,Buổi tối,Thấp,CD42
KH1985,SP003,11/1/2022,380,Tăng,117,Cao,Khu vực C,Buổi sáng,Thấp,CD11
KH1986,SP002,6/1/2022,256,Tăng,259,Thấp,Khu vực C,Buổi tối,Thấp,CD32
KH1987,SP004,15/1/2022,237,Tăng,215,Cao,Khu vực C,Buổi tối,Thấp,CD1
KH1988,SP004,21/1/2022,166,Giảm,266,Thấp,Khu vực A,Buổi tối,Cao,CD10
KH1989,SP001,25/1/2022,378,Tăng,84,Thấp,Khu vực A,Buổi chiều,Cao,CD47
KH1990,SP005,11/1/2022,309,Tăng,167,Trung bình,Khu vực B,Buổi chiều,Cao,CD38
KH1991,SP002,25/1/2022,109,Giảm,173,Cao,Khu vực C,Buổi chiều,Cao,CD30
KH1992,SP005,11/1/2022,211,Tăng,79,Cao,Khu vực B,Buổi chiều,Cao,CD14
KH1993,SP002,3/1/2022,479,Tăng,219,Trung bình,Khu vực C,Buổi tối,Cao,CD19
KH1994,SP004,13/1/2022,305,Tăng,88,Thấp,Khu vực A,Buổi tối,Cao,CD32
KH1995,SP003,9/1/2022,284,Tăng,147,Trung bình,Khu vực C,Buổi tối,Cao,CD35
KH1996,SP002,11/1/2022,449,Tăng,211,Cao,Khu vực C,Buổi sáng,Thấp,CD10
KH1997,SP005,23/1/2022,493,Tăng,55,Cao,Khu vực A,Buổi sáng,Cao,CD24
KH1998,SP002,1/1/2022,197,Giảm,256,Cao,Khu vực C,Buổi tối,Cao,CD9
KH1999,SP003,8/1/2022,226,Tăng,179,Cao,Khu vực A,Buổi chiều,Thấp,CD36
KH2000,SP005,3/1/2022,433,Tăng,135,Thấp,Khu vực B,Buổi chiều,Thấp,CD48
KH2001,SP001,31/1/2022,318,Tăng,188,Trung bình,Khu vực B,Buổi chiều,Thấp,CD13
KH2002,SP002,15/1/2022,231,Tăng,121,Trung bình,Khu vực C,Buổi tối,Thấp,CD49
KH2003,SP005,13/1/2022,95,Giảm,288,Thấp,Khu vực C,Buổi tối,Thấp,CD30
KH2004,SP004,6/1/2022,349,Tăng,113,Thấp,Khu vực B,Buổi chiều,Thấp,CD41
KH2005,SP001,1/1/2022,327,Tăng,136,Trung bình,Khu vực A,Buổi sáng,Thấp,CD5
KH2006,SP004,25/1/2022,191,Giảm,88,Trung bình,Khu vực C,Buổi tối,Thấp,CD15
KH2007,SP004,14/1/2022,238,Tăng,169,Thấp,Khu vực A,Buổi sáng,Cao,CD37
KH2008,SP002,4/1/2022,128,Giảm,91,Cao,Khu vực C,Buổi tối,Cao,CD39
KH2009,SP001,28/1/2022,275,Tăng,99,Cao,Khu vực A,Buổi sáng,Thấp,CD18
KH2010,SP005,21/1/2022,154,Giảm,114,Thấp,Khu vực B,Buổi sáng,Thấp,CD48
KH2011,SP005,17/1/2022,190,Giảm,86,Thấp,Khu vực A,Buổi tối,Cao,CD27
KH2012,SP004,1/1/2022,255,Tăng,34,Cao,Khu vực A,Buổi sáng,Thấp,CD11
KH2013,SP004,5/1/2022,209,Tăng,54,Trung bình,Khu vực C,Buổi tối,Thấp,CD30
KH2014,SP002,21/1/2022,483,Tăng,63,Trung bình,Khu vực C,Buổi chiều,Cao,CD14
KH2015,SP001,23/1/2022,332,Tăng,58,Cao,Khu vực A,Buổi tối,Cao,CD48
KH2016,SP002,8/1/2022,159,Giảm,173,Cao,Khu vực C,Buổi tối,Thấp,CD21
KH2017,SP002,16/1/2022,398,Tăng,235,Thấp,Khu vực A,Buổi chiều,Thấp,CD22
KH2018,SP005,25/1/2022,469,Tăng,162,Cao,Khu vực A,Buổi chiều,Thấp,CD14
KH2019,SP005,5/1/2022,294,Tăng,45,Cao,Khu vực A,Buổi tối,Cao,CD21
KH2020,SP005,24/1/2022,140,Giảm,104,Cao,Khu vực C,Buổi tối,Thấp,CD19
KH2021,SP002,25/1/2022,252,Tăng,115,Cao,Khu vực B,Buổi sáng,Cao,CD4
KH2022,SP003,1/1/2022,137,Giảm,143,Cao,Khu vực A,Buổi chiều,Thấp,CD37
KH2023,SP003,5/1/2022,350,Tăng,200,Thấp,Khu vực A,Buổi chiều,Cao,CD25
KH2024,SP002,3/1/2022,338,Tăng,31,Thấp,Khu vực B,Buổi chiều,Cao,CD5
KH2025,SP003,21/1/2022,265,Tăng,128,Thấp,Khu vực B,Buổi chiều,Thấp,CD44
KH2026,SP001,21/1/2022,383,Tăng,243,Trung bình,Khu vực B,Buổi chiều,Cao,CD10
KH2027,SP004,23/1/2022,487,Tăng,64,Thấp,Khu vực A,Buổi chiều,Thấp,CD35
KH2028,SP005,11/1/2022,169,Giảm,204,Thấp,Khu vực C,Buổi sáng,Cao,CD25
KH2029,SP001,29/1/2022,168,Giảm,198,Cao,Khu vực C,Buổi tối,Cao,CD30
KH2030,SP004,5/1/2022,349,Tăng,159,Cao,Khu vực B,Buổi sáng,Cao,CD9
KH2031,SP001,29/1/2022,478,Tăng,115,Trung bình,Khu vực B,Buổi tối,Cao,CD47
KH2032,SP004,27/1/2022,205,Tăng,104,Trung bình,Khu vực A,Buổi sáng,Thấp,CD44
KH2033,SP001,13/1/2022,441,Tăng,221,Trung bình,Khu vực A,Buổi sáng,Thấp,CD27
KH2034,SP003,11/1/2022,105,Giảm,87,Cao,Khu vực A,Buổi tối,Thấp,CD36
KH2035,SP004,23/1/2022,460,Tăng,87,Cao,Khu vực C,Buổi chiều,Thấp,CD29
KH2036,SP001,24/1/2022,169,Giảm,41,Thấp,Khu vực B,Buổi chiều,Thấp,CD11
KH2037,SP001,14/1/2022,387,Tăng,58,Trung bình,Khu vực A,Buổi sáng,Cao,CD20
KH2038,SP002,23/1/2022,191,Giảm,39,Thấp,Khu vực A,Buổi sáng,Thấp,CD47
KH2039,SP004,21/1/2022,334,Tăng,108,Cao,Khu vực A,Buổi chiều,Cao,CD7
KH2040,SP003,14/1/2022,369,Tăng,263,Cao,Khu vực B,Buổi sáng,Cao,CD1
KH2041,SP002,17/1/2022,461,Tăng,247,Thấp,Khu vực B,Buổi tối,Cao,CD43
KH2042,SP001,11/1/2022,84,Giảm,169,Cao,Khu vực B,Buổi chiều,Thấp,CD24
KH2043,SP004,24/1/2022,324,Tăng,284,Cao,Khu vực C,Buổi tối,Thấp,CD15
KH2044,SP003,7/1/2022,404,Tăng,31,Thấp,Khu vực A,Buổi sáng,Cao,CD12
KH2045,SP005,1/1/2022,150,Giảm,239,Trung bình,Khu vực B,Buổi tối,Thấp,CD28
KH2046,SP001,14/1/2022,226,Tăng,197,Trung bình,Khu vực C,Buổi chiều,Thấp,CD17
KH2047,SP002,25/1/2022,436,Tăng,96,Trung bình,Khu vực A,Buổi chiều,Thấp,CD5
KH2048,SP001,14/1/2022,164,Giảm,119,Thấp,Khu vực A,Buổi tối,Cao,CD28
KH2049,SP001,13/1/2022,329,Tăng,113,Trung bình,Khu vực B,Buổi sáng,Thấp,CD19
KH2050,SP005,23/1/2022,462,Tăng,169,Thấp,Khu vực B,Buổi tối,Thấp,CD9
KH2051,SP002,18/1/2022,194,Giảm,87,Thấp,Khu vực A,Buổi tối,Cao,CD41
KH2052,SP003,21/1/2022,261,Tăng,199,Trung bình,Khu vực C,Buổi tối,Cao,CD46
KH2053,SP001,8/1/2022,102,Giảm,203,Cao,Khu vực B,Buổi tối,Thấp,CD31
KH2054,SP003,24/1/2022,232,Tăng,41,Thấp,Khu vực A,Buổi sáng,Cao,CD46
KH2055,SP001,16/1/2022,264,Tăng,269,Trung bình,Khu vực C,Buổi tối,Thấp,CD24
KH2056,SP004,18/1/2022,386,Tăng,162,Trung bình,Khu vực A,Buổi tối,Cao,CD18
KH2057,SP002,4/1/2022,177,Giảm,52,Cao,Khu vực A,Buổi tối,Thấp,CD27
KH2058,SP003,25/1/2022,444,Tăng,144,Trung bình,Khu vực C,Buổi chiều,Thấp,CD38
KH2059,SP003,27/1/2022,243,Tăng,251,Trung bình,Khu vực A,Buổi chiều,Cao,CD43
KH2060,SP001,1/1/2022,255,Tăng,230,Thấp,Khu vực A,Buổi sáng,Thấp,CD3
KH2061,SP002,24/1/2022,472,Tăng,38,Cao,Khu vực A,Buổi sáng,Thấp,CD43
KH2062,SP005,5/1/2022,343,Tăng,31,Cao,Khu vực A,Buổi chiều,Cao,CD30
KH2063,SP001,11/1/2022,352,Tăng,185,Trung bình,Khu vực B,Buổi chiều,Cao,CD8
KH2064,SP001,5/1/2022,317,Tăng,281,Thấp,Khu vực A,Buổi tối,Cao,CD6
KH2065,SP004,5/1/2022,451,Tăng,223,Cao,Khu vực B,Buổi sáng,Thấp,CD37
KH2066,SP001,13/1/2022,115,Giảm,208,Trung bình,Khu vực C,Buổi chiều,Cao,CD27
KH2067,SP003,11/1/2022,349,Tăng,150,Thấp,Khu vực B,Buổi tối,Cao,CD12
KH2068,SP003,1/1/2022,84,Giảm,246,Thấp,Khu vực B,Buổi chiều,Cao,CD24
KH2069,SP002,3/1/2022,244,Tăng,290,Trung bình,Khu vực B,Buổi sáng,Thấp,CD39
KH2070,SP005,9/1/2022,458,Tăng,130,Trung bình,Khu vực B,Buổi sáng,Cao,CD19
KH2071,SP003,11/1/2022,443,Tăng,143,Thấp,Khu vực A,Buổi chiều,Thấp,CD29
KH2072,SP002,11/1/2022,257,Tăng,259,Thấp,Khu vực C,Buổi sáng,Thấp,CD24
KH2073,SP001,1/1/2022,111,Giảm,184,Cao,Khu vực B,Buổi chiều,Cao,CD10
KH2074,SP003,1/1/2022,217,Tăng,50,Trung bình,Khu vực C,Buổi tối,Cao,CD12
KH2075,SP004,19/1/2022,312,Tăng,123,Trung bình,Khu vực C,Buổi tối,Cao,CD9
KH2076,SP004,25/1/2022,475,Tăng,200,Cao,Khu vực C,Buổi chiều,Thấp,CD13
KH2077,SP005,7/1/2022,220,Tăng,217,Thấp,Khu vực A,Buổi sáng,Cao,CD11
KH2078,SP003,26/1/2022,141,Giảm,247,Cao,Khu vực C,Buổi chiều,Thấp,CD19
KH2079,SP003,13/1/2022,428,Tăng,102,Trung bình,Khu vực B,Buổi chiều,Cao,CD34
KH2080,SP001,21/1/2022,417,Tăng,280,Thấp,Khu vực A,Buổi sáng,Cao,CD22
KH2081,SP002,28/1/2022,239,Tăng,94,Trung bình,Khu vực A,Buổi sáng,Cao,CD7
KH2082,SP003,8/1/2022,418,Tăng,220,Trung bình,Khu vực A,Buổi chiều,Cao,CD32
KH2083,SP004,19/1/2022,133,Giảm,138,Trung bình,Khu vực C,Buổi tối,Thấp,CD33
KH2084,SP004,13/1/2022,369,Tăng,85,Thấp,Khu vực B,Buổi chiều,Cao,CD31
KH2085,SP005,11/1/2022,122,Giảm,190,Thấp,Khu vực A,Buổi sáng,Cao,CD27
KH2086,SP005,11/1/2022,460,Tăng,241,Thấp,Khu vực A,Buổi chiều,Thấp,CD20
KH2087,SP005,9/1/2022,278,Tăng,114,Cao,Khu vực B,Buổi chiều,Cao,CD18
KH2088,SP005,1/1/2022,197,Giảm,125,Thấp,Khu vực C,Buổi tối,Cao,CD46
KH2089,SP004,11/1/2022,298,Tăng,75,Cao,Khu vực A,Buổi sáng,Thấp,CD47
KH2090,SP003,6/1/2022,89,Giảm,66,Thấp,Khu vực A,Buổi tối,Thấp,CD18
KH2091,SP005,7/1/2022,319,Tăng,233,Thấp,Khu vực A,Buổi chiều,Cao,CD26
KH2092,SP001,8/1/2022,182,Giảm,252,Trung bình,Khu vực A,Buổi chiều,Cao,CD28
KH2093,SP002,18/1/2022,312,Tăng,183,Cao,Khu vực B,Buổi tối,Thấp,CD37
KH2094,SP002,27/1/2022,315,Tăng,228,Trung bình,Khu vực B,Buổi tối,Cao,CD3
KH2095,SP002,7/1/2022,52,Giảm,221,Trung bình,Khu vực B,Buổi chiều,Cao,CD2
KH2096,SP003,21/1/2022,470,Tăng,281,Trung bình,Khu vực B,Buổi tối,Cao,CD49
